December 31st is New Year's Eve.,https://d1pra95f92lrn3.cloudfront.net/audio/3239.mp3,December,https://d1pra95f92lrn3.cloudfront.net/audio/3237.mp3,Am 31. Dezember ist Silvester.,https://d1pra95f92lrn3.cloudfront.net/audio/1304992.mp3,Dezember,der,https://d1pra95f92lrn3.cloudfront.net/audio/1304990.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/22023_192square.jpg,w22023
easy decision,https://d1pra95f92lrn3.cloudfront.net/audio/4226.mp3,easy,https://d1pra95f92lrn3.cloudfront.net/audio/4224.mp3,einfache Entscheidung,https://d1pra95f92lrn3.cloudfront.net/audio/1302587.mp3,einfach,,https://d1pra95f92lrn3.cloudfront.net/audio/95592.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/8717_192square.jpg,w8717
eight degrees,https://d1pra95f92lrn3.cloudfront.net/audio/198030.mp3,eight,https://d1pra95f92lrn3.cloudfront.net/audio/88323.mp3,acht Grad,https://d1pra95f92lrn3.cloudfront.net/audio/354549.mp3,acht,,https://d1pra95f92lrn3.cloudfront.net/audio/95762.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/9473_192square.jpg,w9473
eng_example,eng_example_sound_url,eng_word,eng_word_sound_url,ger_example,ger_example_sound_url,ger_word,ger_word_article,ger_word_sound_url,img_url,word_id
flavorful beef,https://d1pra95f92lrn3.cloudfront.net/audio/4702.mp3,beef,https://d1pra95f92lrn3.cloudfront.net/audio/87894.mp3,geschmackvolles Rindfleisch,https://d1pra95f92lrn3.cloudfront.net/audio/639346.mp3,Rindfleisch,das,https://d1pra95f92lrn3.cloudfront.net/audio/1302655.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/8664_192square.jpg,w8664
four degrees,https://d1pra95f92lrn3.cloudfront.net/audio/198020.mp3,four,https://d1pra95f92lrn3.cloudfront.net/audio/88319.mp3,vier Grad,https://d1pra95f92lrn3.cloudfront.net/audio/354542.mp3,vier,,https://d1pra95f92lrn3.cloudfront.net/audio/95754.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/9466_192square.jpg,w9466
glass of wine,https://d1pra95f92lrn3.cloudfront.net/audio/4617.mp3,wine,https://d1pra95f92lrn3.cloudfront.net/audio/4609.mp3,Glas Wein,https://d1pra95f92lrn3.cloudfront.net/audio/1302873.mp3,Wein,der,https://d1pra95f92lrn3.cloudfront.net/audio/1302869.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/22104_192square.jpg,w22104
go straight ahead,https://d1pra95f92lrn3.cloudfront.net/audio/254228.mp3,go,https://d1pra95f92lrn3.cloudfront.net/audio/3073.mp3,geradeaus gehen,https://d1pra95f92lrn3.cloudfront.net/audio/354402.mp3,gehen,,https://d1pra95f92lrn3.cloudfront.net/audio/1302517.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/9499_192square.jpg,w9499
Good evening. Welcome.,https://d1pra95f92lrn3.cloudfront.net/audio/253956.mp3,Good evening.,https://d1pra95f92lrn3.cloudfront.net/audio/88345.mp3,Guten Abend. Willkommen.,https://d1pra95f92lrn3.cloudfront.net/audio/398323.mp3,Guten Abend.,,https://d1pra95f92lrn3.cloudfront.net/audio/95775.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/21963_192square.jpg,w21963
Halloween falls on October 31st.,https://d1pra95f92lrn3.cloudfront.net/audio/3233.mp3,October,https://d1pra95f92lrn3.cloudfront.net/audio/3231.mp3,Halloween fällt auf den 31. Oktober.,https://d1pra95f92lrn3.cloudfront.net/audio/1304987.mp3,Oktober,der,https://d1pra95f92lrn3.cloudfront.net/audio/1304985.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/22031_192square.jpg,w22031
"Hello Peter, my name is Richard and it is nice to meet you.",https://d1pra95f92lrn3.cloudfront.net/audio/2975.mp3,Nice to meet you.,https://d1pra95f92lrn3.cloudfront.net/audio/89211.mp3,"Hallo Peter, mein Name ist Richard und es freut mich dich kennen zu lernen.",https://d1pra95f92lrn3.cloudfront.net/audio/398412.mp3,"Freut mich, Sie kennenzulernen.",,https://d1pra95f92lrn3.cloudfront.net/audio/871435.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/21965_192square.jpg,w21965
His left foot is a little bigger than his right foot.,https://d1pra95f92lrn3.cloudfront.net/audio/3854.mp3,foot,https://d1pra95f92lrn3.cloudfront.net/audio/88200.mp3,Sein linker Fuß ist ein bisschen größer als sein rechter Fuß.,https://d1pra95f92lrn3.cloudfront.net/audio/1302799.mp3,Fuß,der,https://d1pra95f92lrn3.cloudfront.net/audio/1305411.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/8374_192square.jpg,w8374
human body,https://d1pra95f92lrn3.cloudfront.net/audio/197911.mp3,body,https://d1pra95f92lrn3.cloudfront.net/audio/3929.mp3,menschlicher Körper,https://d1pra95f92lrn3.cloudfront.net/audio/1327102.mp3,Körper,der,https://d1pra95f92lrn3.cloudfront.net/audio/1303608.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/21798_192square.jpg,w21798
I am a programmer.,https://d1pra95f92lrn3.cloudfront.net/audio/25221.mp3,programmer,https://d1pra95f92lrn3.cloudfront.net/audio/2235.mp3,Ich bin Programmierer.,https://d1pra95f92lrn3.cloudfront.net/audio/24788.mp3,Programmierer,der,https://d1pra95f92lrn3.cloudfront.net/audio/1304960.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/21805_192square.jpg,w21805
I am an engineer.,https://d1pra95f92lrn3.cloudfront.net/audio/263200.mp3,engineer,https://d1pra95f92lrn3.cloudfront.net/audio/88506.mp3,Ich bin Ingenieur.,https://d1pra95f92lrn3.cloudfront.net/audio/1302810.mp3,Ingenieur,der,https://d1pra95f92lrn3.cloudfront.net/audio/1302806.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/19050_192square.jpg,w19050
I enjoy a can or bottle of beer when watching sports on television.,https://d1pra95f92lrn3.cloudfront.net/audio/4574.mp3,beer,https://d1pra95f92lrn3.cloudfront.net/audio/87754.mp3,"Ich genieße eine Dose oder Flasche Bier, wenn ich Sport im Fernsehen anschaue.",https://d1pra95f92lrn3.cloudfront.net/audio/354922.mp3,Bier,das,https://d1pra95f92lrn3.cloudfront.net/audio/354915.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/8700_192square.jpg,w8700
I have a stomach ache.,https://d1pra95f92lrn3.cloudfront.net/audio/262980.mp3,stomach,https://d1pra95f92lrn3.cloudfront.net/audio/3938.mp3,Ich habe Magenschmerzen.,https://d1pra95f92lrn3.cloudfront.net/audio/370523.mp3,Magen,der,https://d1pra95f92lrn3.cloudfront.net/audio/904327.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/8438_192square.jpg,w8438
I have chest pain.,https://d1pra95f92lrn3.cloudfront.net/audio/68530.mp3,chest,https://d1pra95f92lrn3.cloudfront.net/audio/106570.mp3,Ich habe Schmerzen im Brustkorb.,https://d1pra95f92lrn3.cloudfront.net/audio/1428969.mp3,Brustkorb,der,https://d1pra95f92lrn3.cloudfront.net/audio/1304862.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/21799_192square.jpg,w21799
I love to watch all the fish swim at the aquarium.,https://d1pra95f92lrn3.cloudfront.net/audio/4691.mp3,fish,https://d1pra95f92lrn3.cloudfront.net/audio/87889.mp3,Ich liebe es die ganzen Fische im Aquarium schwimmen zu sehen.,https://d1pra95f92lrn3.cloudfront.net/audio/1302674.mp3,Fisch,der,https://d1pra95f92lrn3.cloudfront.net/audio/1302667.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/15728_192square.jpg,w15728
I’ll be home from work in an hour.,https://d1pra95f92lrn3.cloudfront.net/audio/3251.mp3,hour,https://d1pra95f92lrn3.cloudfront.net/audio/3248.mp3,Ich werde in einer Stunde von der Arbeit zurück zu Hause sein.,https://d1pra95f92lrn3.cloudfront.net/audio/1302627.mp3,Stunde,die,https://d1pra95f92lrn3.cloudfront.net/audio/1302623.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/22041_192square.jpg,w22041
"I'm doing very well, how are you?",https://d1pra95f92lrn3.cloudfront.net/audio/2899.mp3,How are you?,https://d1pra95f92lrn3.cloudfront.net/audio/1014500.mp3,"Mir geht es gut, wie geht es dir?",https://d1pra95f92lrn3.cloudfront.net/audio/1302829.mp3,Wie geht es dir?,,https://d1pra95f92lrn3.cloudfront.net/audio/1302828.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/10083_192square.jpg,w10083
"In September, fall begins in the northen hemisphere and spring in the southern hemisphere.",https://d1pra95f92lrn3.cloudfront.net/audio/3230.mp3,September,https://d1pra95f92lrn3.cloudfront.net/audio/3228.mp3,Im September beginnt der Herbst in der nördlichen Hemisphäre und Frühling in der südlichen Hemisphäre.,https://d1pra95f92lrn3.cloudfront.net/audio/721753.mp3,September,der,https://d1pra95f92lrn3.cloudfront.net/audio/1304982.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/22032_192square.jpg,w22032
It is now April so last month was March.,https://d1pra95f92lrn3.cloudfront.net/audio/3196.mp3,March,https://d1pra95f92lrn3.cloudfront.net/audio/3204.mp3,Jetzt ist es April also war der letzte Monat März.,https://d1pra95f92lrn3.cloudfront.net/audio/1460507.mp3,März,der,https://d1pra95f92lrn3.cloudfront.net/audio/1304963.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/22028_192square.jpg,w22028
It is now April so next month will be May.,https://d1pra95f92lrn3.cloudfront.net/audio/3199.mp3,May,https://d1pra95f92lrn3.cloudfront.net/audio/88308.mp3,"Jetzt ist es April, also wird nächsten Monat Mai sein.",https://d1pra95f92lrn3.cloudfront.net/audio/1303187.mp3,Mai,der,https://d1pra95f92lrn3.cloudfront.net/audio/1303219.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/22029_192square.jpg,w22029
January 1st falls on a Tuesday this year.,https://d1pra95f92lrn3.cloudfront.net/audio/253713.mp3,January,https://d1pra95f92lrn3.cloudfront.net/audio/3207.mp3,Der 1. Januar fällt dieses Jahr auf einen Dienstag.,https://d1pra95f92lrn3.cloudfront.net/audio/354503.mp3,Januar,der,https://d1pra95f92lrn3.cloudfront.net/audio/95116.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/22025_192square.jpg,w22025
"July is named for Julius Caesar, who was born in July.",https://d1pra95f92lrn3.cloudfront.net/audio/3224.mp3,July,https://d1pra95f92lrn3.cloudfront.net/audio/3221.mp3,"Juli ist nach Julius Caesar benannt, der im Juli geboren wurde.",https://d1pra95f92lrn3.cloudfront.net/audio/641900.mp3,Juli,der,https://d1pra95f92lrn3.cloudfront.net/audio/1304976.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/22026_192square.jpg,w22026
Lamb is extremely delicious.,https://d1pra95f92lrn3.cloudfront.net/audio/55758.mp3,lamb,https://d1pra95f92lrn3.cloudfront.net/audio/89195.mp3,Lamm ist sehr lecker.,https://d1pra95f92lrn3.cloudfront.net/audio/355005.mp3,Lamm,das,https://d1pra95f92lrn3.cloudfront.net/audio/1304923.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/15190_192square.jpg,w15190
Leap year day is February 29th.,https://d1pra95f92lrn3.cloudfront.net/audio/3213.mp3,February,https://d1pra95f92lrn3.cloudfront.net/audio/3210.mp3,Schalttag ist der 29. Februar.,https://d1pra95f92lrn3.cloudfront.net/audio/1304969.mp3,Februar,der,https://d1pra95f92lrn3.cloudfront.net/audio/1304966.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/22024_192square.jpg,w22024
"Monday, Tuesday, Wednesday, Thursday and Friday are weekdays.",https://d1pra95f92lrn3.cloudfront.net/audio/90274.mp3,Monday,https://d1pra95f92lrn3.cloudfront.net/audio/87724.mp3,"Montag, Dienstag, Mittwoch, Donnerstag und Freitag sind Wochentage.",https://d1pra95f92lrn3.cloudfront.net/audio/1304947.mp3,Montag,der,https://d1pra95f92lrn3.cloudfront.net/audio/95109.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/22038_192square.jpg,w22038
My back hurts.,https://d1pra95f92lrn3.cloudfront.net/audio/64300.mp3,back,https://d1pra95f92lrn3.cloudfront.net/audio/92254.mp3,Mein Rücken schmerzt.,https://d1pra95f92lrn3.cloudfront.net/audio/1428953.mp3,Rücken,der,https://d1pra95f92lrn3.cloudfront.net/audio/1303607.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/21801_192square.jpg,w21801
My finger's bleeding.,https://d1pra95f92lrn3.cloudfront.net/audio/1428673.mp3,finger,https://d1pra95f92lrn3.cloudfront.net/audio/88940.mp3,Mein Finger blutet.,https://d1pra95f92lrn3.cloudfront.net/audio/1428968.mp3,Finger,der,https://d1pra95f92lrn3.cloudfront.net/audio/1304852.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/9323_192square.jpg,w9323
nine degrees,https://d1pra95f92lrn3.cloudfront.net/audio/198032.mp3,nine,https://d1pra95f92lrn3.cloudfront.net/audio/88324.mp3,neun Grad,https://d1pra95f92lrn3.cloudfront.net/audio/354551.mp3,neun,,https://d1pra95f92lrn3.cloudfront.net/audio/95751.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/8833_192square.jpg,w8833
no plans for Saturday,https://d1pra95f92lrn3.cloudfront.net/audio/91632.mp3,Saturday,https://d1pra95f92lrn3.cloudfront.net/audio/87728.mp3,keine Pläne für Samstag,https://d1pra95f92lrn3.cloudfront.net/audio/1304950.mp3,Samstag,der,https://d1pra95f92lrn3.cloudfront.net/audio/95111.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/22036_192square.jpg,w22036
November is one of four months with thirty days.,https://d1pra95f92lrn3.cloudfront.net/audio/3236.mp3,November,https://d1pra95f92lrn3.cloudfront.net/audio/3234.mp3,November ist einer von vier Monaten mit dreißig Tagen.,https://d1pra95f92lrn3.cloudfront.net/audio/1302539.mp3,November,der,https://d1pra95f92lrn3.cloudfront.net/audio/1304988.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/22030_192square.jpg,w22030
number zero,https://d1pra95f92lrn3.cloudfront.net/audio/253419.mp3,zero,https://d1pra95f92lrn3.cloudfront.net/audio/87285.mp3,Nummer null,https://d1pra95f92lrn3.cloudfront.net/audio/354535.mp3,null,,https://d1pra95f92lrn3.cloudfront.net/audio/94665.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/10304_192square.jpg,w10304
one calendar year,https://d1pra95f92lrn3.cloudfront.net/audio/253710.mp3,year,https://d1pra95f92lrn3.cloudfront.net/audio/3120.mp3,ein Kalenderjahr,https://d1pra95f92lrn3.cloudfront.net/audio/1304993.mp3,Jahr,das,https://d1pra95f92lrn3.cloudfront.net/audio/95115.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/22020_192square.jpg,w22020
Our French teacher speaks the language at home.,https://d1pra95f92lrn3.cloudfront.net/audio/2226.mp3,teacher,https://d1pra95f92lrn3.cloudfront.net/audio/306031.mp3,Unsere Französischlehrerin spricht die Sprache zu Hause.,https://d1pra95f92lrn3.cloudfront.net/audio/639723.mp3,Lehrerin,die,https://d1pra95f92lrn3.cloudfront.net/audio/1302805.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/9229_192square.jpg,w9229
police officer in uniform,https://d1pra95f92lrn3.cloudfront.net/audio/254006.mp3,police officer,https://d1pra95f92lrn3.cloudfront.net/audio/88497.mp3,Polizist in Uniform,https://d1pra95f92lrn3.cloudfront.net/audio/370697.mp3,Polizistin,die,https://d1pra95f92lrn3.cloudfront.net/audio/1303620.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/22290_192square.jpg,w22290
Pork is the meat from a pig.,https://d1pra95f92lrn3.cloudfront.net/audio/87110.mp3,pork,https://d1pra95f92lrn3.cloudfront.net/audio/87895.mp3,Schweinefleisch ist das Fleisch von Schweinen.,https://d1pra95f92lrn3.cloudfront.net/audio/354989.mp3,Schweinefleisch,das,https://d1pra95f92lrn3.cloudfront.net/audio/1304189.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/8081_192square.jpg,w8081
See you tomorrow!,https://d1pra95f92lrn3.cloudfront.net/audio/64962.mp3,tomorrow,https://d1pra95f92lrn3.cloudfront.net/audio/88860.mp3,Bis morgen!,https://d1pra95f92lrn3.cloudfront.net/audio/24960.mp3,morgen,,https://d1pra95f92lrn3.cloudfront.net/audio/96308.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/22015_192square.jpg,w22015
seven things,https://d1pra95f92lrn3.cloudfront.net/audio/198028.mp3,seven,https://d1pra95f92lrn3.cloudfront.net/audio/88322.mp3,sieben Dinge,https://d1pra95f92lrn3.cloudfront.net/audio/370461.mp3,sieben,,https://d1pra95f92lrn3.cloudfront.net/audio/95749.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/9424_192square.jpg,w9424
She is a beautiful woman.,https://d1pra95f92lrn3.cloudfront.net/audio/3830.mp3,beautiful,https://d1pra95f92lrn3.cloudfront.net/audio/87475.mp3,Sie ist eine schöne Frau.,https://d1pra95f92lrn3.cloudfront.net/audio/639117.mp3,schön,,https://d1pra95f92lrn3.cloudfront.net/audio/94848.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/9658_192square.jpg,w9658
She looks really sad today.,https://d1pra95f92lrn3.cloudfront.net/audio/3296.mp3,today,https://d1pra95f92lrn3.cloudfront.net/audio/88852.mp3,Sie sieht heute wirklich traurig aus.,https://d1pra95f92lrn3.cloudfront.net/audio/1302338.mp3,heute,,https://d1pra95f92lrn3.cloudfront.net/audio/96305.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/22014_192square.jpg,w22014
six things,https://d1pra95f92lrn3.cloudfront.net/audio/198025.mp3,six,https://d1pra95f92lrn3.cloudfront.net/audio/88321.mp3,sechs Dinge,https://d1pra95f92lrn3.cloudfront.net/audio/354544.mp3,sechs,,https://d1pra95f92lrn3.cloudfront.net/audio/95745.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/9140_192square.jpg,w9140
small chick,https://d1pra95f92lrn3.cloudfront.net/audio/2808.mp3,small,https://d1pra95f92lrn3.cloudfront.net/audio/88687.mp3,kleines Küken,https://d1pra95f92lrn3.cloudfront.net/audio/1302580.mp3,klein,,https://d1pra95f92lrn3.cloudfront.net/audio/1304122.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/21795_192square.jpg,w21795
ten degrees,https://d1pra95f92lrn3.cloudfront.net/audio/198034.mp3,ten,https://d1pra95f92lrn3.cloudfront.net/audio/4322.mp3,zehn Grad,https://d1pra95f92lrn3.cloudfront.net/audio/354533.mp3,zehn,,https://d1pra95f92lrn3.cloudfront.net/audio/95757.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/9088_192square.jpg,w9088
Thank you very much for the invitation.,https://d1pra95f92lrn3.cloudfront.net/audio/2911.mp3,Thank you!,https://d1pra95f92lrn3.cloudfront.net/audio/910067.mp3,Danke vielmals für die Einladung.,https://d1pra95f92lrn3.cloudfront.net/audio/721770.mp3,Danke.,,https://d1pra95f92lrn3.cloudfront.net/audio/94986.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/14992_192square.jpg,w14992
The chef makes orange juice.,https://d1pra95f92lrn3.cloudfront.net/audio/303445.mp3,make,https://d1pra95f92lrn3.cloudfront.net/audio/4118.mp3,Der Koch macht Orangensaft.,https://d1pra95f92lrn3.cloudfront.net/audio/983414.mp3,machen,,https://d1pra95f92lrn3.cloudfront.net/audio/1303168.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/8742_192square.jpg,w8742
The child is raising his hand.,https://d1pra95f92lrn3.cloudfront.net/audio/89916.mp3,hand,https://d1pra95f92lrn3.cloudfront.net/audio/88939.mp3,Das Kind hebt seine Hand hoch.,https://d1pra95f92lrn3.cloudfront.net/audio/309608.mp3,Hand,die,https://d1pra95f92lrn3.cloudfront.net/audio/1303453.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/8317_192square.jpg,w8317
The clock reads eight minutes to twelve.,https://d1pra95f92lrn3.cloudfront.net/audio/253421.mp3,clock,https://d1pra95f92lrn3.cloudfront.net/audio/104222.mp3,Die Uhr zeigt acht Minuten vor zwölf.,https://d1pra95f92lrn3.cloudfront.net/audio/639183.mp3,Uhr,die,https://d1pra95f92lrn3.cloudfront.net/audio/354772.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/20235_192square.jpg,w20235
The couple laughs at the picture.,https://d1pra95f92lrn3.cloudfront.net/audio/303755.mp3,laugh,https://d1pra95f92lrn3.cloudfront.net/audio/306149.mp3,Das Paar lacht über das Bild.,https://d1pra95f92lrn3.cloudfront.net/audio/310855.mp3,lachen,,https://d1pra95f92lrn3.cloudfront.net/audio/310846.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/9527_192square.jpg,w9527
The doctor is examining the foot.,https://d1pra95f92lrn3.cloudfront.net/audio/198007.mp3,doctor,https://d1pra95f92lrn3.cloudfront.net/audio/88507.mp3,Der Arzt untersucht den Fuß.,https://d1pra95f92lrn3.cloudfront.net/audio/398468.mp3,Arzt,der,https://d1pra95f92lrn3.cloudfront.net/audio/1302816.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/21803_192square.jpg,w21803
The employees are having a meeting in the boardroom.,https://d1pra95f92lrn3.cloudfront.net/audio/197977.mp3,employee,https://d1pra95f92lrn3.cloudfront.net/audio/306113.mp3,Die Angestellten haben eine Besprechung im Sitzungssaal.,https://d1pra95f92lrn3.cloudfront.net/audio/310474.mp3,Angestellter,der,https://d1pra95f92lrn3.cloudfront.net/audio/1303061.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/15526_192square.jpg,w15526
The factory manager is giving instructions.,https://d1pra95f92lrn3.cloudfront.net/audio/198008.mp3,manager,https://d1pra95f92lrn3.cloudfront.net/audio/306119.mp3,Der Fabrikleiter gibt Anweisungen.,https://d1pra95f92lrn3.cloudfront.net/audio/983296.mp3,Leiter,der,https://d1pra95f92lrn3.cloudfront.net/audio/1302811.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/17412_192square.jpg,w17412
The girl came towards the video camera.,https://d1pra95f92lrn3.cloudfront.net/audio/303511.mp3,come,https://d1pra95f92lrn3.cloudfront.net/audio/3106.mp3,Das Mädchen kam auf die Videokamera zu.,https://d1pra95f92lrn3.cloudfront.net/audio/639072.mp3,kommen,,https://d1pra95f92lrn3.cloudfront.net/audio/1303190.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/9189_192square.jpg,w9189
The man is bad.,https://d1pra95f92lrn3.cloudfront.net/audio/262775.mp3,bad,https://d1pra95f92lrn3.cloudfront.net/audio/3636.mp3,Der Mann ist schlecht.,https://d1pra95f92lrn3.cloudfront.net/audio/1305009.mp3,schlecht,,https://d1pra95f92lrn3.cloudfront.net/audio/1302588.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/8487_192square.jpg,w8487
The number two is my favorite number.,https://d1pra95f92lrn3.cloudfront.net/audio/198017.mp3,two,https://d1pra95f92lrn3.cloudfront.net/audio/88317.mp3,Die Nummer zwei ist meine Lieblingszahl.,https://d1pra95f92lrn3.cloudfront.net/audio/639181.mp3,zwei,,https://d1pra95f92lrn3.cloudfront.net/audio/95746.mp3,https://d1pra95f92lrn3.cloudfront.net/media/thumb/9077_192square.jpg,w9077
